lead_id,sent_date,score_range,loan_amount,disbursed_date,price
14163115,2023-06-13,[650+],60000000.0,2023-06-20 00:00:00,3300000.0
14164246,2023-06-14,[650+],20000000.0,2023-06-16 00:00:00,1100000.0
14164793,2023-06-14,[631-649],40000000.0,2023-06-22 00:00:00,2200000.0
14167856,2023-06-15,[650+],20000000.0,2023-06-19 00:00:00,1100000.0
14167944,2023-06-15,[650+],40000000.0,2023-06-23 00:00:00,2200000.0
14168249,2023-06-15,[650+],10000000.0,2023-06-19 00:00:00,550000.0
14170044,2023-06-15,[650+],20000000.0,2023-06-26 00:00:00,1100000.0
14170827,2023-06-16,[650+],30000000.0,2023-06-19 00:00:00,1650000.0
14170875,2023-06-16,[650+],60000000.0,2023-06-20 00:00:00,3300000.0
14171324,2023-06-16,[650+],20000000.0,2023-06-22 00:00:00,1100000.0
14172123,2023-06-16,[631-649],40000000.0,2023-06-26 00:00:00,2200000.0
14175436,2023-06-17,[650+],40000000.0,2023-06-23 00:00:00,2200000.0
14176626,2023-06-18,[650+],40000000.0,2023-06-23 00:00:00,2200000.0
14179191,2023-06-18,[650+],20000000.0,2023-06-28 00:00:00,1100000.0
14181080,2023-06-19,[650+],20000000.0,2023-06-23 00:00:00,1100000.0
14182605,2023-06-20,[650+],20000000.0,2023-06-26 00:00:00,1100000.0
14183722,2023-06-20,[650+],40000000.0,2023-06-22 00:00:00,2200000.0
14184292,2023-06-20,[650+],60000000.0,2023-06-28 00:00:00,3300000.0
14185069,2023-06-20,[650+],10000000.0,2023-06-23 00:00:00,550000.0
14185923,2023-06-21,[650+],30000000.0,2023-06-28 00:00:00,1650000.0
14189265,2023-06-22,[650+],20000000.0,2023-06-23 00:00:00,1100000.0
14191594,2023-06-22,[650+],20000000.0,2023-06-27 00:00:00,1100000.0
14193911,2023-06-23,[650+],50000000.0,2023-06-30 00:00:00,2750000.0
14199396,2023-06-25,[650+],20000000.0,2023-06-27 00:00:00,1100000.0
14200534,2023-06-26,[650+],20000000.0,2023-06-28 00:00:00,1100000.0
14204048,2023-06-27,[650+],20000000.0,2023-06-29 00:00:00,1100000.0
14204360,2023-06-27,[650+],50000000.0,2023-06-29 00:00:00,2750000.0
14207900,2023-06-28,[631-649],15000000.0,2023-06-30 00:00:00,825000.0
14052278,2023-05-09,[650+],30000000.0,2023-06-09 00:00:00,1650000.0
14060533,2023-05-11,[650+],20000000.0,2023-06-14 00:00:00,1100000.0
14061160,2023-05-12,[650+],30000000.0,2023-06-05 00:00:00,1650000.0
14083694,2023-05-18,[601-630],20000000.0,2023-06-09 00:00:00,1100000.0
14086894,2023-05-19,[650+],15000000.0,2023-06-05 00:00:00,825000.0
14087013,2023-05-19,[650+],60000000.0,2023-06-07 00:00:00,3300000.0
14087053,2023-05-19,[650+],20000000.0,2023-06-15 00:00:00,1100000.0
14087594,2023-05-19,[631-649],60000000.0,2023-06-23 00:00:00,3300000.0
14087757,2023-05-19,[650+],50000000.0,2023-06-07 00:00:00,2750000.0
14092400,2023-05-20,[650+],40000000.0,2023-06-07 00:00:00,2200000.0
14092744,2023-05-21,[650+],20000000.0,2023-06-08 00:00:00,1100000.0
14093568,2023-05-21,[650+],20000000.0,2023-06-07 00:00:00,1100000.0
14093981,2023-05-21,[650+],30000000.0,2023-06-05 00:00:00,1650000.0
14094509,2023-05-21,[650+],52000000.0,2023-06-07 00:00:00,2860000.0
14096434,2023-05-22,[650+],20000000.0,2023-06-22 00:00:00,1100000.0
14096895,2023-05-22,[650+],30000000.0,2023-06-09 00:00:00,1650000.0
14097501,2023-05-22,[650+],20000000.0,2023-06-14 00:00:00,1100000.0
14099931,2023-05-23,[650+],20000000.0,2023-06-27 00:00:00,1100000.0
14102696,2023-05-24,[631-649],20000000.0,2023-06-07 00:00:00,1100000.0
14103082,2023-05-24,[631-649],20000000.0,2023-06-07 00:00:00,1100000.0
14104733,2023-05-24,[650+],20000000.0,2023-06-19 00:00:00,1100000.0
14105878,2023-05-25,[650+],30000000.0,2023-06-07 00:00:00,1650000.0
14107409,2023-05-25,[650+],50000000.0,2023-06-13 00:00:00,2750000.0
14111760,2023-05-27,[650+],30000000.0,2023-06-07 00:00:00,1650000.0
14114790,2023-05-29,[631-649],50000000.0,2023-06-05 00:00:00,2750000.0
14115587,2023-05-29,[650+],50000000.0,2023-06-07 00:00:00,2750000.0
14117411,2023-05-30,[650+],30000000.0,2023-06-08 00:00:00,1650000.0
14117857,2023-05-30,[650+],20000000.0,2023-06-13 00:00:00,1100000.0
14118035,2023-05-30,[650+],30000000.0,2023-06-07 00:00:00,1650000.0
14120090,2023-05-31,[650+],20000000.0,2023-06-22 00:00:00,1100000.0
14120185,2023-05-31,[650+],10000000.0,2023-06-13 00:00:00,550000.0
14120525,2023-05-31,[650+],60000000.0,2023-06-05 00:00:00,3300000.0
14121264,2023-05-31,[650+],40000000.0,2023-06-13 00:00:00,2200000.0
14121749,2023-05-31,[650+],20000000.0,2023-06-09 00:00:00,1100000.0
14121792,2023-05-31,[650+],20000000.0,2023-06-23 00:00:00,1100000.0
